ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-1976	Her doll description calls her ``a curious prankster who always has a smile on her face and in her wardrobe.'' Madeline Hatter (voiced by Cindy Robinson) -- The daughter of the Mad Hatter from Alice's Adventures in Wonderland , Maddie is Raven's best friend. She has dark teal hair with mint green and purple highlights and a teacup on her head resembling a top hat.	She	259	Maddie	228	TRUE	Raven	238	FALSE	http://en.wikipedia.org/wiki/Ever_After_High
train-1977	``Don't Cry Your Heart Out'' was radio-friendly pop, but songs such as ``Diamonds'' and ``No Regrets'' were arranged in a style reminiscent of musicals. Some reviews wondered about the song selections, but Deasismont's voice was praised nevertheless. The selected songs were alleged by some to be unsuitable for Amy and her audience, but on the other hand her potential was appreciated.	her	320	Deasismont	206	FALSE	Amy	312	TRUE	http://en.wikipedia.org/wiki/Amy_Deasismont
train-1978	Jacky had decked out the Lorelei Lee to carry passengers across the Atlantic Ocean, so it was equipped for the voyage to Australia. The Lorelei has three levels of open hammock spaces and Jacky, knowing which level is best, claims the top level of hammocks for her and her new crew of girls.	her	261	Lorelei	136	FALSE	Jacky	188	TRUE	http://en.wikipedia.org/wiki/The_Wake_of_the_Lorelei_Lee
train-1979	The series begins with Bloody Jack, Curse of the Blue Tattoo, Under the Jolly Roger, In the Belly of the Bloodhound, Mississippi Jack, My Bonny Light Horseman, Rapture of the Deep, and is followed by The Mark of the Golden Dragon. Jacky has purchased a ship, the Lorelei Lee, with the Spanish gold she recovered from the Caribbean sea.	she	298	Jacky	231	TRUE	Lorelei Lee	263	FALSE	http://en.wikipedia.org/wiki/The_Wake_of_the_Lorelei_Lee
train-1980	After this stint, much of her acting consists of smaller films, such as Gabriela where she appeared alongside Jaime Gomez and Zach Galligan, and guest star roles on television shows such as Charmed, The X-Files, , , Cold Case, Due South, Crossing Jordan, NCIS, Heroes, Prison Break, and Burn Notice. In 2006, she appeared in new supplemental material for the Superboy: The Complete First Season DVD release. Haiduk also appeared regularly on the ABC soap opera All My Children as Hannah Nichols from January 2007 through January 2008. From February 2009 to August 2010, she appeared on the CBS soap opera The Young and the Restless as Patty Williams, and she also played Dr. Emily Peterson.	she	570	Haiduk	408	TRUE	Hannah Nichols	480	FALSE	http://en.wikipedia.org/wiki/Stacy_Haiduk
train-1981	Anne Sewell Young was born in Bloomington, Wisconsin on January 2, 1871 to Reverend Albert Adams Young and Mary Sewell. She earned a B.L. from Minnesota's Carleton College in 1892.	She	120	Anne Sewell Young	0	TRUE	Mary Sewell	107	FALSE	http://en.wikipedia.org/wiki/Anne_Sewell_Young
train-1982	The Season Nine DVD contains a number of deleted scenes from this episode. Notable cut scenes include: more scenes from the Q&A panel; Pete discussing what he learned working at Dunder Mifflin; Angela's sister, Phyllis, and Andy giving toasts at the wedding; more scenes with Erin and her biological parents in which they reconnect; further shots of the office members reminiscing about shared memories; and the office taking one of the potted plants outside and planting it in actual soil.	her	285	Phyllis	211	FALSE	Erin	276	TRUE	http://en.wikipedia.org/wiki/Finale_(The_Office)
train-1983	After a long fight to establish a licensed hotel, she finally gave up the struggle whilst in her late fifties.In the late 1940s the property was trading as Elcot Park Hotel & Country Club. Mrs Edith Weston bought the tenancy from Lady Helen De Crespigny in 1949 and continued trading on this basis, linking Elcot with her other family business in London (The Surrey Restaurant in Surrey St, London WC2).	her	318	Edith Weston	193	TRUE	Lady Helen De Crespigny	230	FALSE	http://en.wikipedia.org/wiki/Elcot_Park_Hotel
train-1984	He died at a very young age in 1822 after a boating accident leaving a wife Mary Wollstonecraft Shelley and a son. When Sir Timothy died in 1844 Lady Elizabeth left Field Place and moved to Elcot House with her two unmarried daughters Hellen and Margaret. Soon after she moved there Mary Wollstonecraft Shelley visited them to discuss her son's inheritance.	she	267	Hellen	235	FALSE	Margaret	246	FALSE	http://en.wikipedia.org/wiki/Elcot_Park_Hotel
train-1985	It was reported in December 2009 that Biddall and Ben Freeman had got engaged after enjoying a whirlwind 8 month romance. and on 10 September 2010 Jennifer married Ben Freeman at The Manor House Hotel, Castle Combe. Biddall's former Hollyoaks cast-mate Zoe Lister (Zoe Carpenter) was her bridesmaid.	her	284	Biddall	216	TRUE	Zoe Lister	253	FALSE	http://en.wikipedia.org/wiki/Jennifer_Biddall
train-1986	Her personal best for long jump is 6.55 m set in Bangalore on 5 June 2010 during the second Indian Grand Prix. She became only the fourth Indian woman to cross 6.50 m, joining Anju Bobby George (6.83 m), J.J. Shobha (6.66 m), and Pramila Aiyappa. She won the gold medal for her effort.	She	247	Anju Bobby George	176	FALSE	Pramila Aiyappa	230	FALSE	http://en.wikipedia.org/wiki/M._A._Prajusha
train-1987	The scene was extremely moving, and shocked fans of Hollyoaks all across the UK. It was quite upsetting, as Suzanne and Hannah glared at the body of Melissa whilst Hannah cried. After Melissa's death, Suzanne was determined to see Hannah recover from her illness.	her	251	Melissa	184	FALSE	Suzanne	201	FALSE	http://en.wikipedia.org/wiki/Suzanne_Ashworth
train-1988	On the morning of her disappearance, Alison stayed with Ian in Hilton Head but later found videos of Jenna and Toby and later fled after witnessing an argument between him and Melissa before she visited Jenna who she thought was her tormentor and threatened her.	her	18	Alison	37	TRUE	Jenna	101	FALSE	http://en.wikipedia.org/wiki/Alison_DiLaurentis
train-1989	Burnett Stone (Peter Fonda) is Lily's grandfather and Lady's caretaker. He keeps her in Muffle Mountain.	her	81	Lily	31	TRUE	Lady	54	FALSE	http://en.wikipedia.org/wiki/Thomas_the_Tank_Engine_film_characters
train-1990	It premiered on 2 October 2003 at the Mahalia Jackson Theater in New Orleans conducted by Robert Lyall with Yali-Marie Williams in the title role. In 2001 New Orleans Opera commissioned Thea Musgrave to compose a new opera for the 2003 celebrations of the Louisiana Purchase bicentennial. On the suggestion of the company's General Director Robert Lyall, Musgrave chose Micaela Almonester, Baroness de Pontalba as her subject.	her	414	Musgrave	355	TRUE	Micaela Almonester	370	FALSE	http://en.wikipedia.org/wiki/Pontalba_(opera)
train-1991	Her name, which means ``My friend'' in (French: mon ami), is given by Ry*ko after Junichiro misunderstands Marianne and Lucienne's pronunciation. She is known to the JPP as R-9. At the end of the anime series, she is found to be under Ry*ko's custody and even has Marianne and Lucienne keep an eye on her while going to a school in France.	her	301	Marianne	264	FALSE	Lucienne	277	FALSE	http://en.wikipedia.org/wiki/Yakushiji_Ry%C5%8Dko_no_Kaiki_Jikenbo
train-1992	Desperate to avoid disappointing Little Ricky, Lucy decides to dress up as Superman herself. She and Ethel hatch a plan whereby Lucy will use the vacant apartment next door to walk onto the ledge and enter through the window of the Ricardo apartment during the party, hoping to fool their children into believing that she's the Man of Steel.	she	318	Ethel	101	FALSE	Lucy	128	TRUE	http://en.wikipedia.org/wiki/Lucy_and_Superman
train-1993	Patric followed her back to Weatherfield and they got engaged, though Patric promised Alan that he would wait until he had finished his studies before they married. However, after he discovered that Jenny had been kissing another man at a party, Patric calls off the engagement and returned to France. On the eve of her 18th birthday in 1989, Jenny stops Alan suffocating Rita but continues to stand by her father regardless, although she was torn between her loyalty to him and her love for Rita.	her	316	Jenny	343	TRUE	Rita	372	FALSE	http://en.wikipedia.org/wiki/Jenny_Bradley
train-1994	She then determined on becoming an artist, and she studied painting in France at the Robert-Fleury studio and at the Acad*mie Julian. The Acad*mie, as one of the few establishments that accepted female students, attracted young women from all over Europe and the United States. Fellow students at the Acad*mie included Anna Bili*ska-Bohdanowiczowa and especially Louise Breslau, whom Bashkirtseff viewed as her only real rival.	her	407	Louise Breslau	363	TRUE	Bashkirtseff	384	FALSE	http://en.wikipedia.org/wiki/Marie_Bashkirtseff
train-1995	Bill Grainer Bill Grainer is a Grammy certified American songwriter and producer. He has written for such artists as Jai McDowall, Linda Eder, and Jennifer Hudson, with whom he co-wrote the song ``Stand Up'' for her Grammy Award-winning self-titled debut album.	her	212	Linda Eder	131	FALSE	Jennifer Hudson	147	TRUE	http://en.wikipedia.org/wiki/Bill_Grainer
train-1996	Faye's third husband, Paul Resnick, reported that a concerned Nicole called him in early June 1994 to report that ``Faye was getting out of control'' and abusing cocaine again. Resnick stayed for several days at Brown's condominium until on June 9, 1994, Nicole and several other friends conducted an intervention and persuaded Faye to check into the Exodus Recovery Center in Marina Del Rey, California. Three days later, Brown and her friend, waiter Ronald Goldman, were murdered.	her	433	Nicole	255	FALSE	Faye	328	TRUE	http://en.wikipedia.org/wiki/Faye_Resnick
train-1997	The plot of the film focuses on the life of a Chinese American family who struggles with identity. The mother, Doris Chu, has undergone blepharoplasty, or ``double eyelid'' surgery, and the oldest of two daughters, Mei, has trouble understanding her mother's actions.	her	246	Doris Chu	111	FALSE	Mei	215	TRUE	http://en.wikipedia.org/wiki/Two_Lies
train-1998	Grant played the part in Trevor Nunn's movie adaptation of Twelfth Night, dancing dreadfully in front of Mel Smith's Sir Toby, getting his sword caught in a branch of a tree and being kicked in the groin during his duel with ``Cesario'' (Imogen Stubbs). When Maria (Imelda Staunton) tricks Malvolio (Nigel Hawthorne) into wearing yellow stockings, she reveals to her fellow conspirators that ``'tis a colour (my lady Olivia) abhors''.	she	348	Maria	259	TRUE	Imelda Staunton	266	FALSE	http://en.wikipedia.org/wiki/Sir_Andrew_Aguecheek
train-1999	The fashion house specialised in hand-printed and hand-embroidered evening wear and scarves. As a part of the global extension of London fashion Helen took part in ``London Goes to Tokyo'' event organised by Suzanne Bartsch, a show intended to broaden the reach of British designers. She has also designed hosiery for Sophie Mirman's ``Sock Shop'', under the English Eccentrics name.	She	284	Helen	145	TRUE	Suzanne Bartsch	208	FALSE	http://en.wikipedia.org/wiki/Helen_David
train-2000	Watkins was a close friend of Hess' first wife, Katherine Hawley. She was one of the first to send sympathy when Hawley was thrown from a horse and killed. Watkins and Hess had a son, Adam Hess, who was an attorney and secretary for the Aetna until his death in 1969; he left three daughters, Elizabeth, Faye, and Emily, the only grandchildren of Watkins. Watkins obtained her release from Fox prior to her marriage.	her	373	Elizabeth	293	FALSE	Watkins	347	TRUE	http://en.wikipedia.org/wiki/Linda_Watkins
